tweet, category
"Jaguars’ HC Doug Marrone on Patriots QB Tom Brady’s hand injury: “Tommy will play. We know that.”", 
"Drew Bledsoe will serve as Patriots’ honorary captain for Sunday’s AFC Championship Game.", 
"Rams’ OC Matt Lafleur is interviewing today for Titans’ HC job, per source. Texans’ DC Mike Vrabel and Panthers’ DC Steve Wilks interviewed for job Thursday.", 
"Letter Roger Goodell sent NFL teams about EVP Joe Lockhart stepping down: https://t.co/rD8TbYtedz", 
"Roger Goodell sent a memo to all 32 NFL teams that Executive VP Joe Lockhart is stepping down, as @MarkMaske reported.", 
"NFL Commissioner Roger Goodell will be attending Sunday night’s NFC Championship game in Philadelphia.", 
"And so three days before the AFC Championship game, Tom Brady did not practice due to his hand injury.", 
"Jon Gruden's new coaching staff in Oakland: https://t.co/G6vUGFNZcr", 
"And so it begins.... https://t.co/WgkNpnMBIR", 
"Vikings are 0-5 in Conference Championship Games since their last Super Bowl appearance after 1976 season, the most such losses without a win in the last 40 years.", 
"Career Postseason Starts for QBs in Conference Championships:\n\nTom Brady               35\nBlake Bortles            2\nNick Foles                  2\nCase Keenum           1", 
"Tom Brady’s injured hand “should be OK” for Sunday’s AFC Championship game vs. Jaguars:\n\nhttps://t.co/J8wLsajZDr", 
"Texans’ DC Mike Vrabel is interviewing today for Titans’ HC job, per source. He is thought to be the first candidate to interview for Titans’ HC job, as weather postponements have affected their schedule.", 
"Super Bowl LII Officials Named: https://t.co/9OOqNb8UBZ", 
"Jets making change at OC: Johnny Morton is out, per sources.  Two potential replacements: former Steelers’ OC Todd Haley and Jets’ QB coach Jeremy Bates, who was well liked and respected in building last year.", 
"After 33 years as an NFL assistant coach, Steelers WR coach Richard Mann officially retired: https://t.co/hHGPcSRAAX", 
"Texans are hiring former Raiders’ special teams coach Brad Seely as their special teams coach, per source. Seely worked in New England with Texans’ HC Bill O’Brien.", 
"If Arizona ultimately hires Patriots' LB coach Brian Flores as its HC, New England would become the first NFL team to lose three assistant coaches to HC jobs in the same off-season.", 
"Steelers are expected to promote their QB coach Randy Fichtner to offensive coordiantor, per @mortreport.", 
"Steelers’ OL coach Mike Munchak has turned down the chance for a second HC interviews with the Arizona Cardinals, per @mortreport. Munchak our and Patriots’ LB coach Brian Flores now in play.", 
"Vikings play-by-play man Paul Allen relives his Minneapolis Miracle call, and Dick Verneil discusses the return of Jon Gruden:\n\nhttps://t.co/BQnH5LWlv8", 
"Paying it forward: Bengals’ fans are donating to Blake Bortles’ favorite charity for beating Steelers:\n\nhttps://t.co/JpPyWWCPp7", 
"Seahawks officially parted ways with defensive coordinator Kris Richard, and announced they hired Brian Schottenheimer as offensive coordinator, Ken Norton Jr. s defensive coordinator and Mike Solari as offensive line coach.", 
"Drew Brees said he does not plan to test the free-agent market:\n\nhttps://t.co/gqTnnyHQGR", 
"On this week’s podcast, ask your football and non-football questions using #AskAdam. Please tweet them to us. Then download the show to see if your question made the cut.", 
"Seahawks’ CB Jeremy Lane was arrested for DUI.\n\nhttps://t.co/ZOH57iNff0", 
"Packers’ CB Damarious Randall is undergoing hand surgery today and will need six to eight weeks to recover, per a league source.", 
"Official word from Titans: Mike Mularkey is out as HC. https://t.co/YxwZ8hiEww", 
"So Josh McDaniels goes from being a favorite in Indianapolis....to being a favorite in Tennessee. McDaniels will be getting an HC job.", 
"Titans and head coach Mike Mularkey mutually agreed to part ways this morning, league source tells @FieldYates .", 
"Front page of today’s New Orleans’ Times-Picayune: https://t.co/7rXqiE8ToN", 
"Even though he is a free agent this winter, Drew Brees said he plans to return to New Orleans.\n\nhttps://t.co/pCkrXH1dXW", 
"Tom Brady has as many Super Bowl rings (5) as the other three starting quarterbacks in next weekend’s Final Four have playoff starts.", 
"If it seemed unprecedented, it’s because it was: Case Keenum to Stefon Diggs to end game was first ever “walk-off” touchdown in the 4th quarter of a postseason game, per Elias.", 
"That one win actually might make up for all of Minnesota’s previous postseason miseries.", 
"Vikings’ WR Stefon Diggs to @JosinaAnderson: “Damn that s- - - felt good.”", 
"Final Four QBs: Case Keenum, Nick Foles, Blake Bortles and Tom Brady.", 
"And so, Championship Sunday is set:\n\nJaguars at Patriots, 3:05 pm EST.\n\nVikings at Eagles, 6:40 pm EST.", 
"Steelers’ QB Ben Roethlisberger told reporters he plans to return for the 2018 season.", 
"Titans OT Jack Conklin tore his ACL during Saturday’s loss at New England.", 
"Brian Daboll has been hired as the Bills offensive coordinator.", 
"Vikings CB Terence Newman (foot) is active today; Vikings QB Teddy Bridgewater is inactive and Sam Bradford will be the No. 2 QB.", 
"Steelers’ WR Antonio Brown (calf injury) officially active today vs. Jaguars.", 
"Jaguars RB Chris Ivory is inactive today.", 
"Patriots’ DC Matt Patricia now likely to be the Lions’ next HC, per sources:\n\nhttps://t.co/0BukUuffgc https://t.co/6HNBsTkNQk", 
"Patriots’ defensive coordinator Matt Patricia is likely to become the Detroit Lions’ next head coach, league sources told ESPN. More on Sunday NFL Countdown.", 
"When the Saints and Vikings last met exactly 125 days ago, Minnesota’s starting QB was Sam Bradford, its starting RB was Dalvin Cook, and New Orleans’ RB was Adrian Peterson. A lot changes in this league.", 
"An Antonio Brown update: Steelers WR likely to play today vs. Jaguars, but calf injury is still an issue, per sources:\n\nhttps://t.co/dlkFlHiPV1", 
"Ben Roethlisberger threw a career-high five interceptions against Jacksonville in Week 5. This will be the sixth time in NFL history that a QB faces a team in the playoffs after throwing five INTs against them in the regular season. Only one of the previous five won in playoffs.", 
"One more mark in the record book: Tom Brady is now the oldest quarterback to start or win a playoff game in NFL history.", 
"Steelers’ WR Antion Brown will test his calf injury pregame Sunday to determine whether he can play. “He is not close to 100%,” said one source. “My guess is he will be active and give it a go.”", 
"Patriots advancing to their NFL-record seventh consecutive conference championship game.", 
"Seahawks’ GM John Schneider worked in Washington’s front office while its HC was Marty Schottenheimer. Now Schneider will be working with Schottenheimer’s son as his OC in Seattle.", 
"Seahawks now expected to hire former Colts' QB coach Brian Schottenheimer as their offensive coordinator, per league source.", 
"Eagles inactives: W.Beatty, M.Johnson, S.Jones, S.Means, E.Qualls, W.Smallwood, D.Vaeao", 
"Vikings officially activated QB Sam Bradford.", 
"Keith Jackson was the voice of college football and our childhoods. He was 89. Rest in peace, sir, and thank you.", 
"Good chance the Patriots lose both coordinators to HC jobs, but LB coach Brian Flores is very much in play in Arizona, per league sources, meaning New England could potentially lose three assistants to HC jobs.", 
"New Texans' GM Brian Gaine leaves Buffalo and returns to Houston, where he and HC Bill O'Brien get to work together again. And the lengths of their contracts now matches up with five years for each.", 
"Early this morning, Texans handed out matching 5-year contracts to their new GM hire Brian Gaine and HC Bill O'Brien, per source.", 
"NFL to consider Cam Newton’s knee injury during its concussion protocol investigation from last Sunday’s wild-card game, per sources.\n\nhttps://t.co/9olk5XCffA", 
"NFL Postseason Countdown on ESPN today and Sunday, at 10 am EST.", 
"49ers’ LB Reuben Foster was arrested in Tuscaloosa, according to the Tuscaloosa Sheriff's Office arrest database, and charged with second-degree possession of marijuana.\n\nhttps://t.co/DkWndsue2g", 
"Patriots’ RBs Rex Burkhead (knee) and Mike Gillislee (knee), both listed as questionable for tonight’s Divisional Playoff game against the Titans, are not expected to play, per league sources.", 
"Patriots’ RB James White, who missed the past two games with an ankle injury and is listed as questionable for tonight’s Divisional playoff game, is expected to play against the Titans, per league source.", 
"Oakland Raiders’ HC Jon Gruden has hired former Packers offensive coordinator Edgar Bennett as his receivers coach, per @mortreport.", 
"Bengals signed Alex Van Pelt as quarterbacks coach, Daronte Jones as secondary coach and Matt Raich as defensive assistant.", 
"New Bears’ HC Matt Nagy has successfully recruited DC Vic Fangio, convincing him to stay in Chicago on a three-year contract, per source. Agreeement just reached.", 
"Browns named Adam Henry as wide receivers coach and Ken Zampese as quarterbacks coach.", 
"Bills now have announced they have parted ways with offensive coordinator Rick Dennison. Another team with an OC opening.", 
"Bills fired OC Rick Dennsion, as @viccarucci reported.", 
"Why it pays to stay up on the NBA.... https://t.co/Frj31qTWp6", 
"NFL officially now looking into Raiders’ head coach hiring process and whether they violated the Rooney Rule, per league official.", 
"Bears now have hired former Oregon HC Mark Helfrich as their offensive coordinator, per source.", 
"Norv Turner finalizing deal to become Panthers’ offensive coordinator, per @DNewtonespn.\n\nhttps://t.co/78f5zhR9Va", 
"2018 NFL Draft gets richer; Derrius Guice turns pro. https://t.co/Uw3Mej1APS", 
"Seahawks fired OL coach Tom Cable, as @bcondotta reported. So widespread changes to Seattle's coaching staff.", 
"Time for Jon Gruden to find another QB coach. https://t.co/dalZkkrhDJ", 
"Not what the Steelers needed.... https://t.co/IU1xGJf0iB", 
"Look who showed up to Steelers’ practice today.... https://t.co/GLb3mOeDeg", 
"Giants interviewed former Broncos assistant head coach/RB coach Eric Studesville for their HC job today.", 
"Former Buccaneers’ kicker Roberto Aguayo is signing with the Los Angeles Chargers, per source. A fresh start in LA for the former second-round pick on a team that needs a kicker.", 
"Sean McDonough on his goodbye to Jon Gruden and why his voice cracked during Saturday’s wild-card game and then again on Monday night’s radio call:\n\nhttps://t.co/4ePriFu82v", 
"Cowboys vice president of player personnel Will McClay said he has officially declined a chance to interview for Houston Texans’ general manager job, per @toddarcher.", 
"#KnowThemFromAdam\n\nSean McDonough discusses his crazy weekend of games and saying goodbye to Jon Gruden, plus Steelers DE Cam Heyward on Ryan Shazier.\n\nhttps://t.co/4ePriFu82v", 
"After overtures from Seahawks and Packers, defensive coordinator Gus Bradley is returning to the Chargers with a three-year deal, per source. Continuity for the Chargers.", 
"Packers now preparing to hire former Browns’ HC Mike Pettine as their defensive coordinator, per league source.", 
